UNITID,University Name,State,Institution Type,Average Cost,Median Debt,Earnings (10 Years Out),Earnings (6 Years Out),Academic Year
137953,Trinity Baptist College,FL,Private Non-Profit,22274.0,23531.0,30455.0,32713.0,2019-20
137962,Trinity College of Florida,FL,Private Non-Profit,25276.0,26450.0,37862.0,29686.0,2019-20
138187,Valencia College,FL,Public,10823.0,9250.0,39326.0,31253.0,2019-20
138275,Warner University,FL,Private Non-Profit,33230.0,24565.0,44658.0,35014.0,2019-20
138293,Webber International University,FL,Private Non-Profit,41122.0,22750.0,45652.0,36454.0,2019-20
138309,Rasmussen University-Florida,FL,Private For-Profit,23389.0,20000.0,37168.0,35866.0,2019-20
138354,University of West Florida,FL,Public,16649.0,16500.0,45884.0,37283.0,2019-20
138558,Abraham Baldwin Agricultural College,GA,Public,12745.0,17500.0,34083.0,29825.0,2019-20
138600,Agnes Scott College,GA,Private Non-Profit,54064.0,26737.0,49314.0,38722.0,2019-20
138655,Interactive College of Technology-Chamblee,GA,Private For-Profit,19316.0,10711.0,26448.0,25194.0,2019-20
138664,Interactive College of Technology-Morrow,GA,Private For-Profit,19041.0,10711.0,26448.0,25194.0,2019-20
138682,Albany Technical College,GA,Public,8260.0,11500.0,28389.0,25187.0,2019-20
138716,Albany State University,GA,Public,18820.0,26487.0,37063.0,31698.0,2019-20
138761,Andrew College,GA,Private Non-Profit,32878.0,12000.0,35432.0,30385.0,2019-20
138813,The Art Institute of Atlanta,GA,Private For-Profit,30695.0,30750.0,33980.0,26269.0,2019-20
138822,Georgia Career Institute,GA,Private For-Profit,,7683.0,23866.0,17936.0,2019-20
138840,Atlanta Technical College,GA,Public,9025.0,10908.0,27435.0,25358.0,2019-20
138868,Point University,GA,Private Non-Profit,29952.0,24927.0,39459.0,33999.0,2019-20
138901,Atlanta Metropolitan State College,GA,Public,10716.0,13220.0,33501.0,25801.0,2019-20
138938,Atlanta School of Massage,GA,Private For-Profit,,7917.0,27938.0,24425.0,2019-20
138947,Clark Atlanta University,GA,Private Non-Profit,38154.0,27000.0,41968.0,30788.0,2019-20
138956,Augusta Technical College,GA,Public,17442.0,5891.0,30458.0,28488.0,2019-20
139144,Berry College,GA,Private Non-Profit,51464.0,23987.0,47499.0,41221.0,2019-20
139199,Brenau University,GA,Private Non-Profit,42587.0,28063.0,49629.0,40275.0,2019-20
139205,Brewton-Parker College,GA,Private Non-Profit,31425.0,25500.0,41541.0,36016.0,2019-20
139250,College of Coastal Georgia,GA,Public,18173.0,16000.0,35266.0,32824.0,2019-20
139278,West Georgia Technical College,GA,Public,9779.0,11222.0,32694.0,28994.0,2019-20
139311,Clayton  State University,GA,Public,17676.0,26865.0,45569.0,39229.0,2019-20
139357,Columbus Technical College,GA,Public,13044.0,8126.0,31952.0,28422.0,2019-20
139366,Columbus State University,GA,Public,19213.0,25880.0,43204.0,35220.0,2019-20
139384,Georgia Northwestern Technical College,GA,Public,10489.0,6665.0,32012.0,29289.0,2019-20
139393,Covenant College,GA,Private Non-Profit,47200.0,23430.0,49143.0,37290.0,2019-20
139463,Dalton State College,GA,Public,12512.0,13200.0,39230.0,33932.0,2019-20
139506,Pro Way Hair School,GA,Private For-Profit,,10469.0,19325.0,15174.0,2019-20
139579,South University-Savannah,GA,Private For-Profit,27322.0,25379.0,35237.0,28684.0,2019-20
139621,East Georgia State College,GA,Public,14319.0,11500.0,35773.0,28918.0,2019-20
139630,Emmanuel University,GA,Private Non-Profit,30649.0,24728.0,39143.0,31108.0,2019-20
139658,Emory University,GA,Private Non-Profit,69502.0,16556.0,81802.0,68643.0,2019-20
139700,Georgia Highlands College,GA,Public,11409.0,11104.0,40769.0,34419.0,2019-20
139719,Fort Valley State University,GA,Public,21082.0,31000.0,36389.0,27657.0,2019-20
139755,Georgia Institute of Technology-Main Campus,GA,Public,28454.0,22250.0,96375.0,84375.0,2019-20
139764,Georgia Southwestern State University,GA,Public,18450.0,20100.0,44541.0,41235.0,2019-20
139861,Georgia College & State University,GA,Public,28467.0,22500.0,54288.0,47063.0,2019-20
139931,Georgia Southern University,GA,Public,22171.0,23250.0,50829.0,42367.0,2019-20
139940,Georgia State University,GA,Public,23636.0,21500.0,44812.0,35468.0,2019-20
139959,University of Georgia,GA,Public,26530.0,18625.0,63405.0,52437.0,2019-20
139968,Gordon State College,GA,Public,15062.0,16450.0,36490.0,32102.0,2019-20
139986,Southern Crescent Technical College,GA,Public,14518.0,8942.0,31867.0,29567.0,2019-20
139995,Gupton Jones College of Funeral Service,GA,Private Non-Profit,20894.0,16042.0,37289.0,32120.0,2019-20
140003,Gwinnett College-Lilburn,GA,Private For-Profit,27472.0,17605.0,29124.0,31265.0,2019-20
140012,Gwinnett Technical College,GA,Public,16998.0,14250.0,39308.0,34693.0,2019-20
140234,LaGrange College,GA,Private Non-Profit,44088.0,26000.0,49042.0,42637.0,2019-20
140252,Life University,GA,Private Non-Profit,38038.0,16801.0,45512.0,36691.0,2019-20
140340,Herzing University-Atlanta,GA,Private Non-Profit,29515.0,22052.0,34238.0,33074.0,2019-20
140447,Mercer University,GA,Private Non-Profit,51923.0,25000.0,52487.0,46626.0,2019-20
140553,Morehouse College,GA,Private Non-Profit,48406.0,25000.0,51947.0,39252.0,2019-20
140678,North Georgia Technical College,GA,Public,10997.0,7558.0,28604.0,28500.0,2019-20
140696,Oglethorpe University,GA,Private Non-Profit,53219.0,26000.0,49918.0,39475.0,2019-20
140720,Paine College,GA,Private Non-Profit,26657.0,30747.0,32374.0,24478.0,2019-20
140818,Piedmont University,GA,Private Non-Profit,39881.0,25000.0,48097.0,43392.0,2019-20
140827,Miami Ad School-Atlanta,GA,Private For-Profit,,21250.0,90886.0,77467.0,2019-20
140872,Reinhardt University,GA,Private Non-Profit,38567.0,24000.0,44242.0,37952.0,2019-20
140942,Savannah Technical College,GA,Public,12002.0,4500.0,29513.0,28110.0,2019-20
140951,Savannah College of Art and Design,GA,Private Non-Profit,56930.0,25000.0,45661.0,36709.0,2019-20
140960,Savannah State University,GA,Public,16833.0,29313.0,39332.0,29158.0,2019-20
140988,Shorter University,GA,Private Non-Profit,34208.0,25598.0,44832.0,40366.0,2019-20
141015,The Creative Circus,GA,Private For-Profit,,27883.0,89010.0,79743.0,2019-20
141060,Spelman College,GA,Private Non-Profit,52826.0,26000.0,57578.0,44112.0,2019-20
141167,Thomas University,GA,Private Non-Profit,27806.0,22250.0,44231.0,44755.0,2019-20
141185,Toccoa Falls College,GA,Private Non-Profit,36771.0,22009.0,37975.0,32637.0,2019-20
141237,Truett McConnell University,GA,Private Non-Profit,32004.0,24111.0,38798.0,36078.0,2019-20
141264,Valdosta State University,GA,Public,20972.0,25000.0,46357.0,37512.0,2019-20
141325,Wesleyan College,GA,Private Non-Profit,33844.0,25125.0,37674.0,29657.0,2019-20
141334,University of West Georgia,GA,Public,22875.0,24026.0,47080.0,38654.0,2019-20
141361,Young Harris College,GA,Private Non-Profit,42914.0,27000.0,43368.0,33738.0,2019-20
186274,Robert Fiance Beauty Schools,FL,Private For-Profit,,8083.0,20286.0,22974.0,2019-20
212337,Empire Beauty School-Gwinnett,GA,Private For-Profit,,12054.0,24562.0,20666.0,2019-20
244233,City College-Hollywood,FL,Private Non-Profit,26783.0,27249.0,31329.0,30128.0,2019-20
244279,Meridian College,FL,Private For-Profit,,13000.0,26578.0,28334.0,2019-20
244437,Georgia State University-Perimeter College,GA,Public,14232.0,21500.0,44812.0,35468.0,2019-20
244446,Georgia Piedmont Technical College,GA,Public,13604.0,12800.0,31873.0,28212.0,2019-20
262129,New College of Florida,FL,Public,20441.0,15297.0,49341.0,33793.0,2019-20
362700,Aveda Institute-Fort Myers,FL,Private Non-Profit,,7667.0,23998.0,18929.0,2019-20
365091,International School of Skin Nailcare & Massage Therapy,GA,Private For-Profit,,6242.0,23980.0,21683.0,2019-20
366465,Ogeechee Technical College,GA,Public,9746.0,9272.0,29412.0,27818.0,2019-20
366553,Southern Technical College,FL,Private For-Profit,21937.0,11667.0,32251.0,31866.0,2019-20
367884,Hodges University,FL,Private Non-Profit,27425.0,25000.0,34585.0,30088.0,2019-20
368911,Southeastern Technical College,GA,Public,11651.0,5951.0,27764.0,25928.0,2019-20
369400,Universal Technical Institute-Orlando,FL,Private For-Profit,,13875.0,46539.0,40867.0,2019-20
372462,Academy of Cosmetology,FL,Private For-Profit,,6333.0,21204.0,17454.0,2019-20
372718,Sunstate Academy,FL,Private Non-Profit,,9500.0,22177.0,17000.0,2019-20
372921,Fortis College-Smyrna,GA,Private For-Profit,24730.0,12139.0,34725.0,30440.0,2019-20
378886,Artistic Nails and Beauty Academy-Tampa,FL,Private For-Profit,,6333.0,22498.0,19288.0,2019-20
378956,National Aviation Academy of Tampa Bay,FL,Private For-Profit,,22000.0,60384.0,49363.0,2019-20
383163,La Belle Beauty Academy,FL,Private For-Profit,,7481.0,13802.0,14872.0,2019-20
384254,Beacon College,FL,Private Non-Profit,56466.0,25718.0,24347.0,18337.0,2019-20
385132,The Salon Professional Academy-Melbourne,FL,Private For-Profit,,6333.0,17202.0,16254.0,2019-20
385619,Everglades University,FL,Private Non-Profit,34322.0,40625.0,44919.0,37876.0,2019-20
386472,Herzing University-Orlando,FL,Private Non-Profit,29875.0,22052.0,34238.0,33074.0,2019-20
387925,Cortiva Institute,FL,Private For-Profit,,7136.0,26488.0,23112.0,2019-20
391546,ASM Beauty World Academy,FL,Private For-Profit,,3671.0,13814.0,16448.0,2019-20
404338,Schiller International University,FL,Private For-Profit,22027.0,29753.0,46818.0,30411.0,2019-20
406024,Galen College of Nursing-Tampa Bay,FL,Private For-Profit,,23003.0,57000.0,51759.0,2019-20
406149,Sarasota School of Massage Therapy,FL,Private For-Profit,,8444.0,31676.0,26353.0,2019-20
406547,City College-Gainesville,FL,Private Non-Profit,28395.0,27249.0,31329.0,30128.0,2019-20
408844,Florida National University-Main Campus,FL,Private For-Profit,28439.0,27500.0,29229.0,28933.0,2019-20
408862,Georgia Institute of Cosmetology,GA,Private For-Profit,,10510.0,18894.0,20460.0,2019-20
412173,Academy for Nursing and Health Occupations,FL,Private Non-Profit,,16710.0,41612.0,38063.0,2019-20
413778,Stone Academy-Waterbury,CT,Private For-Profit,,18845.0,29448.0,26368.0,2019-20
413893,United Education Institute-Morrow,GA,Private For-Profit,,9500.0,28233.0,27151.0,2019-20
413945,Toni & Guy Hairdressing Academy-Atlanta,GA,Private For-Profit,,9833.0,21088.0,25800.0,2019-20
414823,Johnson & Wales University-North Miami,FL,Private Non-Profit,47340.0,25750.0,41886.0,36348.0,2019-20
415057,Industrial Management Training Institute,CT,Private For-Profit,,9500.0,55365.0,44535.0,2019-20
417327,City College-Altamonte Springs,FL,Private Non-Profit,25172.0,24211.0,30427.0,27742.0,2019-20
417381,Empire Beauty School-Dunwoody,GA,Private For-Profit,,11667.0,23122.0,20769.0,2019-20
419235,Rivertown School of Beauty Barber Skin Care and Nails,GA,Private For-Profit,,9500.0,19395.0,18117.0,2019-20
419244,Atlanta Institute of Music and Media,GA,Private For-Profit,,14798.0,30227.0,25030.0,2019-20
420431,Oconee Fall Line Technical College,GA,Public,14583.0,5500.0,27452.0,26683.0,2019-20
425250,Gwinnett College-Sandy Springs,GA,Private For-Profit,,9379.0,20125.0,24272.0,2019-20
426314,Embry-Riddle Aeronautical University-Worldwide,FL,Private Non-Profit,23464.0,24250.0,82012.0,65864.0,2019-20
428000,Miami Ad School,FL,Private For-Profit,,21250.0,90886.0,77467.0,2019-20
428170,Southeastern College-West Palm Beach,FL,Private For-Profit,33306.0,14440.0,35578.0,33762.0,2019-20
430582,Praxis Institute,FL,Private For-Profit,,9080.0,20176.0,21636.0,2019-20
433660,Florida Gulf Coast University,FL,Public,18666.0,18529.0,52268.0,42608.0,2019-20
434159,Lincoln College of Technology-Marietta,GA,Private For-Profit,,10846.0,31386.0,29378.0,2019-20
434520,Branford Hall Career Institute-Southington Campus,CT,Private For-Profit,,9087.0,32821.0,31153.0,2019-20
434539,City College-Miami,FL,Private Non-Profit,26812.0,27249.0,31329.0,30128.0,2019-20
436818,University of Connecticut-Waterbury Campus,CT,Public,18021.0,21500.0,76076.0,58770.0,2019-20
436827,University of Connecticut-Avery Point,CT,Public,17816.0,21500.0,76076.0,58770.0,2019-20
436836,University of Connecticut-Stamford,CT,Public,22976.0,21500.0,76076.0,58770.0,2019-20
438285,Cortiva Institute,FL,Private For-Profit,,7136.0,26488.0,23112.0,2019-20
438586,American InterContinental University-Atlanta,GA,Private For-Profit,20315.0,32501.0,36578.0,32183.0,2019-20
439686,International Training Careers,FL,Private Non-Profit,,7563.0,20095.0,19478.0,2019-20
439774,New Concept Massage and Beauty School,FL,Private For-Profit,,5518.0,12190.0,15293.0,2019-20
439792,Fortis College-Orange Park,FL,Private For-Profit,27466.0,11627.0,27101.0,25149.0,2019-20
439969,Acupuncture and Massage College,FL,Private For-Profit,26375.0,7600.0,23160.0,22085.0,2019-20
440059,Aviation Institute of Maintenance-Atlanta,GA,Private For-Profit,26482.0,31288.0,48608.0,41214.0,2019-20
440101,Empire Beauty School-Kennesaw,GA,Private For-Profit,,12054.0,24562.0,20666.0,2019-20
441371,Ultimate Medical Academy,FL,Private Non-Profit,,15792.0,27062.0,23927.0,2019-20
441380,Florida Barber Academy,FL,Private For-Profit,,13000.0,20990.0,14728.0,2019-20
441423,Florida Education Institute,FL,Private For-Profit,,9500.0,20307.0,22316.0,2019-20
442329,Tulsa Welding School-Jacksonville,FL,Private For-Profit,,9500.0,38756.0,37603.0,2019-20
442435,Interactive College of Technology-Gainesville,GA,Private For-Profit,18673.0,10711.0,26448.0,25194.0,2019-20
443234,Hollywood Institute,FL,Private For-Profit,,6974.0,23735.0,17289.0,2019-20
443252,South Florida Institute of Technology,FL,Private For-Profit,,9500.0,27949.0,23656.0,2019-20
443748,Altierus Career College-Norcross,GA,Private Non-Profit,23173.0,8898.0,24766.0,19863.0,2019-20
444334,Advance Science International College,FL,Private For-Profit,,20000.0,22939.0,23274.0,2019-20
444370,American Advanced Technicians Institute,FL,Private For-Profit,,3789.0,32761.0,35669.0,2019-20
444714,Gwinnett College-Marietta Campus,GA,Private For-Profit,,12925.0,22093.0,22013.0,2019-20
444796,Omnitech Institute,GA,Private For-Profit,,9500.0,27474.0,17649.0,2019-20
445212,Paul Mitchell the School-Orlando,FL,Private For-Profit,,9916.0,23384.0,,2019-20
445744,Fortis Institute-Port Saint Lucie,FL,Private For-Profit,27011.0,13000.0,29244.0,27717.0,2019-20
445911,Lincoln Technical Institute-Shelton,CT,Private For-Profit,,11250.0,36416.0,34481.0,2019-20
446048,Ave Maria University,FL,Private Non-Profit,35910.0,21500.0,44873.0,38753.0,2019-20
446109,Cambridge College of Healthcare & Technology,FL,Private For-Profit,23372.0,14656.0,26998.0,29522.0,2019-20
446127,ATA Career Education,FL,Private For-Profit,27156.0,17645.0,31172.0,28410.0,2019-20
446552,Southern Technical College,FL,Private For-Profit,,11250.0,25630.0,27353.0,2019-20
446589,Universal Career School,FL,Private For-Profit,,19500.0,15173.0,16005.0,2019-20
447014,Daytona College,FL,Private For-Profit,,7746.0,20983.0,24320.0,2019-20
447689,Georgia Gwinnett College,GA,Public,17587.0,20467.0,48225.0,34400.0,2019-20
447865,Trendsetters School of Beauty & Barbering,FL,Private For-Profit,,10912.0,15500.0,,2019-20
447874,CDA Technical Institute,FL,Private For-Profit,,4592.0,51582.0,50923.0,2019-20
447883,American Institute of Beauty,FL,Private For-Profit,,7600.0,17875.0,17740.0,2019-20
447892,North Florida Cosmetology Institute,FL,Private For-Profit,,6334.0,24418.0,17183.0,2019-20
447908,Florida Academy of Health & Beauty,FL,Private For-Profit,,4500.0,18654.0,15740.0,2019-20
448619,Stone Academy-East Hartford,CT,Private For-Profit,,18845.0,29448.0,26368.0,2019-20
448840,University of South Florida-St Petersburg,FL,Public,20138.0,18341.0,54364.0,45961.0,2019-20
449038,Strayer University-Florida,FL,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
449083,CBT Technology Institute-Main Campus,FL,Private For-Profit,21838.0,8700.0,28691.0,29013.0,2019-20
449092,CBT Technology Institute-Hialeah,FL,Private For-Profit,17552.0,8700.0,28691.0,29013.0,2019-20
449490,Palm Beach Academy of Health & Beauty,FL,Private For-Profit,,6333.0,26522.0,19543.0,2019-20
449524,Taylor College,FL,Private For-Profit,27721.0,26770.0,49115.0,52237.0,2019-20
449533,Pensacola School of Massage Therapy & Health Careers,FL,Private For-Profit,,5944.0,22406.0,21758.0,2019-20
449898,South University-Tampa,FL,Private For-Profit,24982.0,25379.0,35237.0,28684.0,2019-20
449959,Paul Mitchell the School-Tampa,FL,Private For-Profit,,9916.0,23384.0,,2019-20
451097,Academy of Career Training,FL,Private For-Profit,,6092.0,25229.0,23702.0,2019-20
451103,Miami Regional University,FL,Private For-Profit,,23000.0,28755.0,29596.0,2019-20
451121,Paul Mitchell the School-Miami,FL,Private For-Profit,,9500.0,17208.0,20459.0,2019-20
451149,Aveda Institute-South Florida,FL,Private For-Profit,,7328.0,26351.0,25203.0,2019-20
451158,Aveda Institute-Tallahassee,FL,Private For-Profit,,7314.0,26049.0,23897.0,2019-20
451167,Shear Excellence Hair Academy,FL,Private For-Profit,,9000.0,17758.0,22948.0,2019-20
451671,University of South Florida-Sarasota-Manatee,FL,Public,12290.0,18341.0,54364.0,45961.0,2019-20
454607,Paul Mitchell the School-Esani,GA,Private For-Profit,,9833.0,19473.0,24068.0,2019-20
454865,Cambridge College of Healthcare & Technology,FL,Private For-Profit,23749.0,27250.0,53114.0,50780.0,2019-20
454874,Cozmo Beauty School,FL,Private For-Profit,,12748.0,21834.0,28307.0,2019-20
454917,Celebrity School of Beauty,FL,Private For-Profit,,6333.0,15371.0,15532.0,2019-20
454926,Paul Mitchell the School-Atlanta,GA,Private For-Profit,,11009.0,28404.0,23835.0,2019-20
455479,Fortis Institute-Pensacola,FL,Private For-Profit,26409.0,9500.0,24806.0,24244.0,2019-20
456126,Empire Beauty School-Lauderhill,FL,Private For-Profit,,13000.0,23071.0,21310.0,2019-20
456481,Polytechnic University of Puerto Rico-Miami,FL,Private Non-Profit,29250.0,22563.0,41748.0,35782.0,2019-20
456490,Polytechnic University of Puerto Rico-Orlando,FL,Private Non-Profit,20624.0,22563.0,41748.0,35782.0,2019-20
456977,CBT Technology Institute-Cutler Bay,FL,Private For-Profit,23185.0,8700.0,28691.0,29013.0,2019-20
457129,Chamberlain University-Florida,FL,Private For-Profit,31166.0,22204.0,82055.0,76330.0,2019-20
458441,Miller-Motte College-Columbus,GA,Private For-Profit,,14000.0,28836.0,25392.0,2019-20
458867,Empire Beauty School-Morrow,GA,Private For-Profit,,11250.0,23239.0,19404.0,2019-20
458919,Strayer University-Georgia,GA,Private For-Profit,28149.0,40023.0,42990.0,31690.0,2019-20
459055,Empire Beauty School-West Palm,FL,Private For-Profit,,13000.0,23071.0,21310.0,2019-20
460190,Concorde Career Institute-Orlando,FL,Private For-Profit,,9500.0,26128.0,30722.0,2019-20
460701,Artistic Nails and Beauty Academy-Lakeland,FL,Private For-Profit,,6333.0,22498.0,19288.0,2019-20
460783,Remington College-Heathrow Campus,FL,Private Non-Profit,23229.0,13910.0,27989.0,24269.0,2019-20
460826,Miller-Motte College-Augusta,GA,Private For-Profit,,14000.0,28836.0,25392.0,2019-20
461005,American College for Medical Careers,FL,Private For-Profit,,9646.0,31513.0,29666.0,2019-20
463056,University of Connecticut-Hartford Campus,CT,Public,19176.0,21500.0,76076.0,58770.0,2019-20
475060,Miller-Motte College-Macon,GA,Private For-Profit,,14000.0,28836.0,25392.0,2019-20
475121,South University-Savannah Online,GA,Private For-Profit,26910.0,25379.0,35237.0,28684.0,2019-20
475477,City College-Hollywood,FL,Private Non-Profit,27136.0,27249.0,31329.0,30128.0,2019-20
475547,Paul Mitchell the School-Fort Myers,FL,Private For-Profit,,9833.0,17415.0,23644.0,2019-20
475732,Chamberlain University-Georgia,GA,Private For-Profit,37927.0,22204.0,82055.0,76330.0,2019-20
476063,Tulsa Welding School-Jacksonville,FL,Private For-Profit,,9500.0,38756.0,37603.0,2019-20
476948,SAE Institute of Technology-Atlanta,GA,Private For-Profit,,9500.0,34662.0,26707.0,2019-20
476966,SAE Institute of Technology-Miami,FL,Private For-Profit,,9500.0,34662.0,26707.0,2019-20
478582,Empire Beauty School-Savannah,GA,Private For-Profit,,10667.0,23754.0,19169.0,2019-20
480569,Florida Institute of Technology-Online,FL,Private Non-Profit,,27000.0,53864.0,36415.0,2019-20
480851,Miami Media School,FL,Private For-Profit,,9500.0,28185.0,22992.0,2019-20
480903,New England Tractor Trailer Training School of CT-Bridgeport,CT,Private For-Profit,,6333.0,50317.0,40213.0,2019-20
481678,Empire Beauty School-Augusta,GA,Private For-Profit,,11667.0,23122.0,20769.0,2019-20
482149,Augusta University,GA,Public,18844.0,21385.0,45008.0,37800.0,2019-20
482158,Middle Georgia State University,GA,Public,15653.0,19564.0,39134.0,35019.0,2019-20
482459,DeVry University-Florida,FL,Private For-Profit,36210.0,28308.0,45217.0,38520.0,2019-20
482468,DeVry University-Georgia,GA,Private For-Profit,34247.0,28308.0,45217.0,38520.0,2019-20
482680,University of North Georgia,GA,Public,16579.0,18750.0,46829.0,39951.0,2019-20
482699,South Georgia State College,GA,Public,15550.0,11949.0,35294.0,27541.0,2019-20
483045,Central Georgia Technical College,GA,Public,8567.0,10317.0,29343.0,26370.0,2019-20
484473,University of Florida-Online,FL,Public,17164.0,15580.0,69468.0,54871.0,2019-20
484668,University of Phoenix-Florida,FL,Private For-Profit,,32421.0,37769.0,31665.0,2019-20
484677,University of Phoenix-Georgia,GA,Private For-Profit,,32421.0,37769.0,31665.0,2019-20
485111,Georgia Military College,GA,Public,13317.0,8694.0,36470.0,29925.0,2019-20
485272,West Coast University-Miami,FL,Private For-Profit,32167.0,33319.0,99806.0,88331.0,2019-20
486691,Empire Beauty School-Northlake,GA,Private For-Profit,,13583.0,24401.0,19177.0,2019-20
486840,Kennesaw State University,GA,Public,23703.0,24000.0,54321.0,45344.0,2019-20
487092,Emory University-Oxford College,GA,Private Non-Profit,68470.0,16556.0,81802.0,68643.0,2019-20
487311,Jones Technical Institute,FL,Private Non-Profit,25114.0,9500.0,22177.0,17000.0,2019-20
487384,Florida Career College-Pembroke Pines,FL,Private For-Profit,32477.0,9500.0,27921.0,24598.0,2019-20
487393,Florida Career College-West Palm Beach,FL,Private For-Profit,,9500.0,27921.0,24598.0,2019-20
487409,Florida Career College-Hialeah,FL,Private For-Profit,,9500.0,27921.0,24598.0,2019-20
487418,Florida Career College-Lauderdale Lakes,FL,Private For-Profit,32654.0,9500.0,27921.0,24598.0,2019-20
487427,Florida Career College-Tampa,FL,Private For-Profit,,9500.0,27921.0,24598.0,2019-20
487436,Florida Career College-Jacksonville,FL,Private For-Profit,,9500.0,27921.0,24598.0,2019-20
487445,Florida Career College-Boynton Beach,FL,Private For-Profit,31848.0,9500.0,27921.0,24598.0,2019-20
487454,Florida Career College-Margate,FL,Private For-Profit,,9500.0,27921.0,24598.0,2019-20
487472,Florida Career College-Orlando,FL,Private For-Profit,,9500.0,27921.0,24598.0,2019-20
490559,Gwinnett Institute,FL,Private For-Profit,,17605.0,29124.0,31265.0,2019-20
490975,Fortis College-Cutler Bay,FL,Private For-Profit,29899.0,13380.0,35711.0,29688.0,2019-20
491136,Empire Beauty School-Tampa,FL,Private For-Profit,,11667.0,23122.0,20769.0,2019-20
491145,Empire Beauty School-Lakeland,FL,Private For-Profit,,12054.0,24562.0,20666.0,2019-20
492360,The Salon Professional Academy-Delray Beach,FL,Private For-Profit,,6333.0,17202.0,16254.0,2019-20
494269,National American University-Kings Bay,GA,Private For-Profit,,24384.0,38092.0,28058.0,2019-20
10236809,Troy University-Support Sites,GA,Public,,25000.0,41691.0,36498.0,2019-20
12980801,Three Rivers Community College - Corrigan-Radgowski Correctional Center,CT,Public,,10000.0,36751.0,34386.0,2019-20
12980802,Three Rivers Community College - York Correctional Institution,CT,Public,,10000.0,36751.0,34386.0,2019-20
13017401,Porter and Chester Institute of Rocky Hill,CT,Private For-Profit,,12350.0,42787.0,36524.0,2019-20
13017402,Porter and Chester Institute of Enfield,CT,Private For-Profit,,12350.0,42787.0,36524.0,2019-20
13017403,Porter and Chester Institute of Waterbury,CT,Private For-Profit,,12350.0,42787.0,36524.0,2019-20
13017407,Porter and Chester Institute - New London,CT,Private For-Profit,,12350.0,42787.0,36524.0,2019-20
13247101,Barry University Law School,FL,Private Non-Profit,,28235.0,54203.0,47989.0,2019-20
13508101,Keiser University-Melbourne,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508102,Keiser University-Tallahassee,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508103,Keiser University-Daytona,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508104,Keiser University-Lakeland,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508105,Keiser University- Miami,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508106,Keiser University-Orlando,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508107,Keiser University-Sarasota,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508108,Keiser University-Jacksonville,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508109,Keiser University-Tampa,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508110,Keiser University-Pembroke Pines,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508111,Keiser University-Port St Lucie,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508112,Keiser University-West Palm Beach,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508113,Keiser University-Ft Myers,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508114,Keiser University -  Clearwater,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508115,Keiser University - New Port Richey,FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13508116,Keiser University - Residential (Flagship),FL,Private Non-Profit,,25425.0,37335.0,35351.0,2019-20
13830901,Rasmussen University-Central Pasco,FL,Private For-Profit,,20000.0,37168.0,35866.0,2019-20
13830902,Rasmussen University-Fort Myers,FL,Private For-Profit,,20000.0,37168.0,35866.0,2019-20
13830903,Rasmussen University-Tampa/Brandon,FL,Private For-Profit,,20000.0,37168.0,35866.0,2019-20
13830904,Rasmussen University-Land O' Lakes,FL,Private For-Profit,,20000.0,37168.0,35866.0,2019-20
13962101,East Georgia State College - Statesboro,GA,Public,,11500.0,35773.0,28918.0,2019-20
13962102,East Georgia State College - Augusta,GA,Public,,11500.0,35773.0,28918.0,2019-20
17395701,Mayo Clinic College of Medicine and Science - Florida,FL,Private Non-Profit,,12000.0,72736.0,69494.0,2019-20
17706504,Columbia College - NAS Jacksonville,FL,Private Non-Profit,,24000.0,44642.0,35851.0,2019-20
17706505,Columbia College - Orlando,FL,Private Non-Profit,,24000.0,44642.0,35851.0,2019-20
17706523,Columbia College - Fort Stewart,GA,Private Non-Profit,,24000.0,44642.0,35851.0,2019-20
17706524,Columbia College - Hunter Army Airfield,GA,Private Non-Profit,,24000.0,44642.0,35851.0,2019-20
17706529,Columbia College -  Jacksonville,FL,Private Non-Profit,,24000.0,44642.0,35851.0,2019-20
17706537,Columbia College - NSB Kings Bay,GA,Private Non-Profit,,24000.0,44642.0,35851.0,2019-20
20627902,Florida Center,FL,Private Non-Profit,,18097.0,58052.0,55332.0,2019-20
20750002,University of Oklahoma - Ft. Benning GA - AP,GA,Public,,20718.0,59648.0,49847.0,2019-20
24893416,ECPI University - Orlando,FL,Private For-Profit,,20000.0,39051.0,37907.0,2019-20
