UNITID,University Name,State,Institution Type,Average Cost,Median Debt,Earnings (10 Years Out),Earnings (6 Years Out),Academic Year
38561901,Everglades University-Orlando,FL,Private Non-Profit,,40625.0,44919.0,37876.0,2019-20
38561902,Everglades University-Sarasota,FL,Private Non-Profit,,40625.0,44919.0,37876.0,2019-20
38561903,Everglades University - Tampa,FL,Private Non-Profit,,40625.0,44919.0,37876.0,2019-20
38561904,Everglades University - Miami,FL,Private Non-Profit,,40625.0,44919.0,37876.0,2019-20
40884401,Florida National University-South Campus,FL,Private For-Profit,,27500.0,29229.0,28933.0,2019-20
40884402,Florida National University Training Center,FL,Private For-Profit,,27500.0,29229.0,28933.0,2019-20
42817001,Southeastern College-Miami Lakes,FL,Private For-Profit,,14440.0,35578.0,33762.0,2019-20
44903802,Strayer University-Maitland Campus,FL,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
44903803,Strayer University-Orlando East Campus,FL,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
44903804,Strayer University-Sand Lake Campus,FL,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
44903805,Strayer University-Baymeadows Campus,FL,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
44903806,Strayer University-Palm Beach Gardens Campus,FL,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
44903808,Strayer University-Fort Lauderdale Campus,FL,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
44903809,Strayer University-Miramar Campus,FL,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
45486501,Cambridge College of Healthcare & Technology,GA,Private For-Profit,,27250.0,53114.0,50780.0,2019-20
45491701,Celebrity School of Beauty - Hialeah,FL,Private For-Profit,,6333.0,15371.0,15532.0,2019-20
45891901,Strayer University-Cobb Campus,GA,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
45891902,Strayer University-Morrow Campus,GA,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
45891903,Strayer University-Roswell Campus,GA,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
45891904,Strayer University-Douglasville Campus,GA,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
45891905,Strayer University-Lithonia Campus,GA,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
45891906,Strayer University-Savannah Campus,GA,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
45891907,Strayer University-Augusta Campus,GA,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
45891908,Strayer University-Columbus,GA,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
45891909,Strayer University - Macon Campus,GA,Private For-Profit,,40023.0,42990.0,31690.0,2019-20
48511101,Georgia Military College - Zebulon,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511102,Georgia Military College - Albany,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511103,Georgia Military College - Valdosta,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511104,Georgia Military College - Augusta,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511105,Georgia Military College - Fairburn,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511106,Georgia Military College - Robins,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511107,Georgia Military College - Columbus,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511108,Georgia Military College - Sandersville,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511109,Georgia Military College - Madison,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511110,Georgia Military College - Stone Mountain,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511111,Georgia Military College - Fayetteville,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511112,Georgia Military College - Dublin,GA,Public,,8694.0,36470.0,29925.0,2019-20
48511113,Georgia Military College - Rockdale,GA,Public,,8694.0,36470.0,29925.0,2019-20
128498,Albertus Magnus College,CT,Private Non-Profit,49375.0,30964.0,60144.0,47153.0,2020-21
128577,Asnuntuck Community College,CT,Public,12543.0,6530.0,39551.0,43927.0,2020-21
128744,University of Bridgeport,CT,Private Non-Profit,53853.0,25750.0,50323.0,38575.0,2020-21
128771,Central Connecticut State University,CT,Public,22518.0,22300.0,58562.0,49016.0,2020-21
128780,Charter Oak State College,CT,Public,16369.0,18683.0,64209.0,53779.0,2020-21
128896,Cortiva Institute,CT,Private For-Profit,,11259.0,34866.0,25386.0,2020-21
128902,Connecticut College,CT,Private Non-Profit,74590.0,23500.0,75001.0,49165.0,2020-21
129002,Porter & Chester Institute of Hamden,CT,Private For-Profit,28290.0,12350.0,42914.0,41103.0,2020-21
129020,University of Connecticut,CT,Public,33896.0,21500.0,73997.0,63322.0,2020-21
129154,Goodwin University,CT,Private Non-Profit,33558.0,33500.0,43596.0,40230.0,2020-21
129181,Lincoln Technical Institute-East Windsor,CT,Private For-Profit,,11250.0,38683.0,36485.0,2020-21
129215,Eastern Connecticut State University,CT,Public,27425.0,24250.0,56469.0,47289.0,2020-21
129242,Fairfield University,CT,Private Non-Profit,67080.0,26000.0,88794.0,73693.0,2020-21
129349,Paul Mitchell the School-North Haven,CT,Private For-Profit,,6333.0,30900.0,,2020-21
129367,Connecticut State Community College,CT,Public,15618.0,9200.0,41344.0,35849.0,2020-21
129428,Rensselaer at Hartford,CT,Private Non-Profit,,23750.0,102051.0,83054.0,2020-21
129482,American Institute-West Hartford,CT,Private For-Profit,,11979.0,28710.0,25543.0,2020-21
129525,University of Hartford,CT,Private Non-Profit,57475.0,27000.0,60823.0,42581.0,2020-21
129543,Connecticut State Community College Housatonic,CT,Public,11816.0,7925.0,43342.0,38419.0,2020-21
129695,Manchester Community College,CT,Public,12790.0,5000.0,43981.0,36133.0,2020-21
129729,Naugatuck Valley Community College,CT,Public,12245.0,7500.0,42142.0,35243.0,2020-21
129756,Middlesex Community College,CT,Public,9205.0,7638.0,42956.0,36787.0,2020-21
129774,Mitchell College,CT,Private Non-Profit,48699.0,25150.0,39115.0,35330.0,2020-21
129808,Three Rivers Community College,CT,Public,11935.0,10500.0,37792.0,33193.0,2020-21
129923,Lincoln Technical Institute-New Britain,CT,Private For-Profit,,11250.0,38683.0,36485.0,2020-21
129932,New England Tractor Trailer Training School of Connecticut,CT,Private For-Profit,,6333.0,44444.0,46838.0,2020-21
129941,University of New Haven,CT,Private Non-Profit,58438.0,27000.0,60126.0,49829.0,2020-21
130004,Connecticut State Community College Norwalk,CT,Public,12710.0,5500.0,48814.0,35854.0,2020-21
130040,Northwestern Connecticut Community College,CT,Public,10880.0,5038.0,34978.0,33966.0,2020-21
130174,Porter & Chester Institute,CT,Private For-Profit,28757.0,12000.0,41588.0,37807.0,2020-21
130183,Post University,CT,Private For-Profit,30161.0,30157.0,38696.0,31401.0,2020-21
130226,Quinnipiac University,CT,Private Non-Profit,66237.0,26000.0,83759.0,65744.0,2020-21
130253,Sacred Heart University,CT,Private Non-Profit,61591.0,25000.0,75059.0,63925.0,2020-21
130314,University of Saint Joseph,CT,Private Non-Profit,50959.0,27000.0,59908.0,52053.0,2020-21
130396,Connecticut State Community College Gateway,CT,Public,12907.0,5750.0,40833.0,36008.0,2020-21
130493,Southern Connecticut State University,CT,Public,25413.0,22250.0,55043.0,45422.0,2020-21
130509,Stone Academy-West Haven,CT,Private For-Profit,,18808.0,39151.0,33367.0,2020-21
130590,Trinity College,CT,Private Non-Profit,76850.0,23000.0,90779.0,67628.0,2020-21
130606,Connecticut State Community College Tunxis,CT,Public,12455.0,8525.0,43490.0,35022.0,2020-21
130697,Wesleyan University,CT,Private Non-Profit,75693.0,17000.0,73897.0,60385.0,2020-21
130776,Western Connecticut State University,CT,Public,23110.0,24147.0,59115.0,45997.0,2020-21
130794,Yale University,CT,Private Non-Profit,76645.0,12975.0,100533.0,81765.0,2020-21
132408,Baptist University of Florida,FL,Private Non-Profit,19926.0,23590.0,42836.0,31489.0,2020-21
132471,Barry University,FL,Private Non-Profit,47118.0,26997.0,55966.0,47637.0,2020-21
132602,Bethune-Cookman University,FL,Private Non-Profit,30219.0,31000.0,38518.0,28282.0,2020-21
132657,Lynn University,FL,Private Non-Profit,55651.0,17940.0,49006.0,41427.0,2020-21
132693,Eastern Florida State College,FL,Public,9443.0,12250.0,37195.0,32437.0,2020-21
132709,Broward College,FL,Public,19007.0,7500.0,41939.0,33772.0,2020-21
132842,Albizu University-Miami,FL,Private Non-Profit,40503.0,5500.0,41544.0,32168.0,2020-21
132851,College of Central Florida,FL,Public,14143.0,13000.0,38203.0,33267.0,2020-21
132879,Johnson University Florida,FL,Private Non-Profit,27611.0,21500.0,40596.0,35649.0,2020-21
132903,University of Central Florida,FL,Public,21309.0,18190.0,58308.0,47137.0,2020-21
133386,Daytona State College,FL,Public,12978.0,8250.0,37096.0,32933.0,2020-21
133465,South University-West Palm Beach,FL,Private For-Profit,28179.0,26123.0,34421.0,34115.0,2020-21
133492,Eckerd College,FL,Private Non-Profit,63342.0,27000.0,51819.0,37505.0,2020-21
133508,Florida SouthWestern State College,FL,Public,14309.0,8000.0,43421.0,37028.0,2020-21
133553,Embry-Riddle Aeronautical University-Daytona Beach,FL,Private Non-Profit,54724.0,23666.0,84131.0,65391.0,2020-21
133650,Florida Agricultural and Mechanical University,FL,Public,23312.0,23548.0,44349.0,36153.0,2020-21
133669,Florida Atlantic University,FL,Public,21761.0,17236.0,56746.0,45647.0,2020-21
133702,Florida State College at Jacksonville,FL,Public,9145.0,13562.0,42244.0,36362.0,2020-21
133711,Flagler College,FL,Private Non-Profit,35809.0,24250.0,49483.0,41963.0,2020-21
133809,Florida College,FL,Private Non-Profit,30016.0,12000.0,43445.0,42430.0,2020-21
133845,Concorde Career Institute-Jacksonville,FL,Private For-Profit,,9500.0,34098.0,34027.0,2020-21
133854,Concorde Career Institute-Miramar,FL,Private For-Profit,,9933.0,35442.0,33128.0,2020-21
133863,Concorde Career Institute-Tampa,FL,Private For-Profit,,9500.0,36288.0,33985.0,2020-21
133872,AdventHealth University,FL,Private Non-Profit,33648.0,24590.0,72282.0,63230.0,2020-21
133881,Florida Institute of Technology,FL,Private Non-Profit,59433.0,27000.0,43137.0,41941.0,2020-21
133951,Florida International University,FL,Public,19384.0,16500.0,60249.0,47768.0,2020-21
133960,The College of the Florida Keys,FL,Public,21064.0,9500.0,42508.0,40277.0,2020-21
133979,Florida Memorial University,FL,Private Non-Profit,28157.0,30063.0,36624.0,28943.0,2020-21
133997,Florida Career College-Miami,FL,Private For-Profit,,9500.0,28928.0,27999.0,2020-21
134024,Florida School of Massage,FL,Private For-Profit,,7073.0,26752.0,16915.0,2020-21
134079,Florida Southern College,FL,Private Non-Profit,52794.0,25000.0,55294.0,47749.0,2020-21
134097,Florida State University,FL,Public,22278.0,18000.0,61675.0,49814.0,2020-21
134130,University of Florida,FL,Public,21151.0,15000.0,71588.0,56398.0,2020-21
134228,Fort Pierce Beauty Academy,FL,Private For-Profit,,7917.0,23091.0,19581.0,2020-21
134237,Full Sail University,FL,Private For-Profit,35865.0,27000.0,38219.0,31917.0,2020-21
134343,Gulf Coast State College,FL,Public,11258.0,7147.0,38359.0,33651.0,2020-21
134495,Hillsborough Community College,FL,Public,9288.0,9762.0,40782.0,34101.0,2020-21
134529,Hollywood Institute of Beauty Careers,FL,Private For-Profit,,6199.0,21386.0,20710.0,2020-21
134574,Cortiva Institute,FL,Private For-Profit,,7521.0,29204.0,27841.0,2020-21
134608,Indian River State College,FL,Public,10266.0,8023.0,38315.0,33822.0,2020-21
134714,International Academy,FL,Private For-Profit,,7917.0,19824.0,22127.0,2020-21
134811,AI Miami International University of Art and Design,FL,Private For-Profit,27974.0,30382.0,33415.0,27150.0,2020-21
134945,Jacksonville University,FL,Private Non-Profit,54991.0,22000.0,68010.0,61991.0,2020-21
135081,Keiser University-Ft Lauderdale,FL,Private Non-Profit,40713.0,26125.0,39696.0,37447.0,2020-21
135142,La Belle Beauty School,FL,Private For-Profit,,7807.0,16879.0,15068.0,2020-21
135160,Florida Gateway College,FL,Public,9789.0,6992.0,37894.0,33237.0,2020-21
135188,Lake-Sumter State College,FL,Public,10998.0,6750.0,39876.0,33193.0,2020-21
135337,Loraines Academy & Spa,FL,Private For-Profit,,6333.0,18342.0,22528.0,2020-21
135364,Luther Rice College & Seminary,GA,Private Non-Profit,,34153.0,47003.0,39300.0,2020-21
135391,State College of Florida-Manatee-Sarasota,FL,Public,18367.0,9000.0,40318.0,35254.0,2020-21
135610,Trinity International University-Florida,FL,Private Non-Profit,,26082.0,46989.0,41545.0,2020-21
135717,Miami Dade College,FL,Public,11345.0,9252.0,40654.0,33107.0,2020-21
135726,University of Miami,FL,Private Non-Profit,69563.0,17500.0,75328.0,61508.0,2020-21
136109,Paul Mitchell the School-Jacksonville,FL,Private For-Profit,,13000.0,34949.0,26450.0,2020-21
136172,University of North Florida,FL,Public,19469.0,15531.0,56343.0,46546.0,2020-21
136215,Nova Southeastern University,FL,Private Non-Profit,50429.0,24250.0,59209.0,58153.0,2020-21
136233,Northwest Florida State College,FL,Public,12351.0,7932.0,39664.0,33606.0,2020-21
136330,Palm Beach Atlantic University,FL,Private Non-Profit,49839.0,22500.0,49232.0,42366.0,2020-21
136358,Palm Beach State College,FL,Public,16053.0,7081.0,41923.0,33729.0,2020-21
136400,Pasco-Hernando State College,FL,Public,10934.0,9535.0,39903.0,34724.0,2020-21
136473,Pensacola State College,FL,Public,9421.0,7500.0,36739.0,32495.0,2020-21
136516,Polk State College,FL,Public,13931.0,10076.0,40624.0,35602.0,2020-21
136774,Ringling College of Art and Design,FL,Private Non-Profit,69060.0,27000.0,43325.0,39650.0,2020-21
136950,Rollins College,FL,Private Non-Profit,66805.0,25500.0,58295.0,48239.0,2020-21
137032,Saint Leo University,FL,Private Non-Profit,38890.0,25278.0,48364.0,41619.0,2020-21
137078,St Petersburg College,FL,Public,11834.0,16868.0,42557.0,36498.0,2020-21
137096,Santa Fe College,FL,Public,13888.0,11310.0,41631.0,34919.0,2020-21
137209,Seminole State College of Florida,FL,Public,13075.0,11047.0,41733.0,35589.0,2020-21
137281,Saint Johns River State College,FL,Public,10917.0,12000.0,41728.0,35537.0,2020-21
137315,South Florida State College,FL,Public,10057.0,7368.0,39990.0,32974.0,2020-21
137351,University of South Florida,FL,Public,21134.0,17988.0,57743.0,48328.0,2020-21
137476,St. Thomas University,FL,Private Non-Profit,46539.0,19125.0,54272.0,44435.0,2020-21
137546,Stetson University,FL,Private Non-Profit,63006.0,23250.0,51642.0,44792.0,2020-21
137564,Southeastern University,FL,Private Non-Profit,39276.0,21500.0,46744.0,36314.0,2020-21
137591,Bene's Career Academy,FL,Private For-Profit,,6333.0,19359.0,16768.0,2020-21
137759,Tallahassee State College,FL,Public,9290.0,7668.0,37561.0,31904.0,2020-21
137801,Altierus Career College-Tampa,FL,Private Non-Profit,27474.0,8971.0,27406.0,22013.0,2020-21
137847,The University of Tampa,FL,Private Non-Profit,46341.0,24211.0,59436.0,48397.0,2020-21
137953,Trinity Baptist College,FL,Private Non-Profit,22571.0,24250.0,37275.0,33640.0,2020-21
137962,Trinity College of Florida,FL,Private Non-Profit,25963.0,23250.0,32465.0,29914.0,2020-21
138187,Valencia College,FL,Public,10735.0,9300.0,40594.0,32638.0,2020-21
138275,Warner University,FL,Private Non-Profit,34297.0,22250.0,46086.0,39589.0,2020-21
138293,Webber International University,FL,Private Non-Profit,42702.0,25250.0,45606.0,37691.0,2020-21
138309,Rasmussen University-Florida,FL,Private For-Profit,23396.0,20899.0,39080.0,41436.0,2020-21
138354,University of West Florida,FL,Public,17716.0,16624.0,49137.0,42204.0,2020-21
138558,Abraham Baldwin Agricultural College,GA,Public,13361.0,16750.0,34996.0,35495.0,2020-21
138600,Agnes Scott College,GA,Private Non-Profit,55403.0,26749.0,56274.0,41382.0,2020-21
138655,Interactive College of Technology-Chamblee,GA,Private For-Profit,19124.0,10555.0,27065.0,28375.0,2020-21
138664,Interactive College of Technology-Morrow,GA,Private For-Profit,19192.0,10555.0,27065.0,28375.0,2020-21
138682,Albany Technical College,GA,Public,8609.0,12412.0,30541.0,26734.0,2020-21
138716,Albany State University,GA,Public,19309.0,25024.0,40674.0,35579.0,2020-21
138761,Andrew College,GA,Private Non-Profit,34282.0,12533.0,38475.0,30337.0,2020-21
138813,The Art Institute of Atlanta,GA,Private For-Profit,32980.0,30977.0,33685.0,25227.0,2020-21
138822,Georgia Career Institute,GA,Private For-Profit,,7735.0,23686.0,21399.0,2020-21
138840,Atlanta Technical College,GA,Public,9429.0,9500.0,30350.0,27097.0,2020-21
138868,Point University,GA,Private Non-Profit,34160.0,25250.0,38740.0,36410.0,2020-21
138901,Atlanta Metropolitan State College,GA,Public,12927.0,14123.0,33252.0,26849.0,2020-21
138938,Atlanta School of Massage,GA,Private For-Profit,,7917.0,25301.0,24924.0,2020-21
138947,Clark Atlanta University,GA,Private Non-Profit,39194.0,27000.0,42712.0,28097.0,2020-21
138956,Augusta Technical College,GA,Public,17614.0,4500.0,33523.0,29531.0,2020-21
139144,Berry College,GA,Private Non-Profit,52966.0,23250.0,53800.0,45014.0,2020-21
139199,Brenau University,GA,Private Non-Profit,44094.0,27000.0,54003.0,41664.0,2020-21
139205,Brewton-Parker College,GA,Private Non-Profit,31902.0,24990.0,42009.0,35732.0,2020-21
139250,College of Coastal Georgia,GA,Public,18200.0,15039.0,39318.0,35382.0,2020-21
139278,West Georgia Technical College,GA,Public,10042.0,11110.0,35479.0,32803.0,2020-21
139311,Clayton  State University,GA,Public,18374.0,25706.0,49179.0,41633.0,2020-21
139357,Columbus Technical College,GA,Public,12259.0,8756.0,34238.0,28884.0,2020-21
139366,Columbus State University,GA,Public,19807.0,26000.0,44544.0,39190.0,2020-21
139384,Georgia Northwestern Technical College,GA,Public,10980.0,6421.0,35759.0,33044.0,2020-21
139393,Covenant College,GA,Private Non-Profit,49420.0,22500.0,50412.0,39570.0,2020-21
139463,Dalton State College,GA,Public,11526.0,12937.0,40251.0,37491.0,2020-21
139506,Pro Way Hair School,GA,Private For-Profit,,12500.0,21586.0,17765.0,2020-21
139579,South University-Savannah,GA,Private For-Profit,30800.0,26123.0,34421.0,34115.0,2020-21
139621,East Georgia State College,GA,Public,14618.0,11750.0,37174.0,30593.0,2020-21
139630,Emmanuel University,GA,Private Non-Profit,31589.0,24325.0,38208.0,37595.0,2020-21
139658,Emory University,GA,Private Non-Profit,72604.0,18250.0,80137.0,74980.0,2020-21
139700,Georgia Highlands College,GA,Public,11974.0,12000.0,43184.0,37516.0,2020-21
139719,Fort Valley State University,GA,Public,20264.0,31000.0,36666.0,28649.0,2020-21
139755,Georgia Institute of Technology-Main Campus,GA,Public,29291.0,21672.0,102772.0,89432.0,2020-21
139764,Georgia Southwestern State University,GA,Public,19125.0,18851.0,48757.0,42047.0,2020-21
139861,Georgia College & State University,GA,Public,28707.0,22250.0,58140.0,50644.0,2020-21
139931,Georgia Southern University,GA,Public,22608.0,23250.0,53236.0,44423.0,2020-21
139940,Georgia State University,GA,Public,27206.0,20903.0,47384.0,37844.0,2020-21
139959,University of Georgia,GA,Public,27329.0,18500.0,68726.0,57565.0,2020-21
139968,Gordon State College,GA,Public,15024.0,17500.0,37871.0,33163.0,2020-21
139986,Southern Crescent Technical College,GA,Public,14629.0,9500.0,36104.0,30708.0,2020-21
139995,Gupton Jones College of Funeral Service,GA,Private Non-Profit,20737.0,16417.0,42636.0,34466.0,2020-21
140003,Gwinnett College-Lilburn,GA,Private For-Profit,26646.0,18062.0,31422.0,33273.0,2020-21
140012,Gwinnett Technical College,GA,Public,19125.0,13000.0,45025.0,35660.0,2020-21
140234,LaGrange College,GA,Private Non-Profit,46034.0,25730.0,51745.0,46599.0,2020-21
140252,Life University,GA,Private Non-Profit,37684.0,16666.0,47397.0,37368.0,2020-21
140340,Herzing University-Atlanta,GA,Private Non-Profit,29587.0,21500.0,36909.0,35295.0,2020-21
140447,Mercer University,GA,Private Non-Profit,52940.0,24199.0,58354.0,50231.0,2020-21
140553,Morehouse College,GA,Private Non-Profit,48802.0,25000.0,52889.0,38267.0,2020-21
140678,North Georgia Technical College,GA,Public,11328.0,7823.0,32932.0,32856.0,2020-21
140696,Oglethorpe University,GA,Private Non-Profit,55451.0,25000.0,55232.0,42691.0,2020-21
140818,Piedmont University,GA,Private Non-Profit,40949.0,25000.0,49130.0,43761.0,2020-21
140827,Miami Ad School-Atlanta,GA,Private For-Profit,,25967.0,106192.0,74706.0,2020-21
140872,Reinhardt University,GA,Private Non-Profit,39983.0,23900.0,46541.0,40411.0,2020-21
140942,Savannah Technical College,GA,Public,12978.0,3258.0,33018.0,31124.0,2020-21
140951,Savannah College of Art and Design,GA,Private Non-Profit,58367.0,25148.0,45954.0,34110.0,2020-21
140960,Savannah State University,GA,Public,16819.0,28000.0,37981.0,27494.0,2020-21
140988,Shorter University,GA,Private Non-Profit,34403.0,25000.0,44604.0,41860.0,2020-21
141015,The Creative Circus,GA,Private For-Profit,,28322.0,91021.0,80150.0,2020-21
141060,Spelman College,GA,Private Non-Profit,54163.0,25000.0,59993.0,45676.0,2020-21
141167,Thomas University,GA,Private Non-Profit,27354.0,21198.0,49716.0,45305.0,2020-21
141185,Toccoa Falls College,GA,Private Non-Profit,37297.0,22250.0,36630.0,33131.0,2020-21
141237,Truett McConnell University,GA,Private Non-Profit,33299.0,23439.0,46700.0,39193.0,2020-21
141264,Valdosta State University,GA,Public,20998.0,24779.0,49361.0,39416.0,2020-21
141325,Wesleyan College,GA,Private Non-Profit,34952.0,24094.0,44317.0,35630.0,2020-21
141334,University of West Georgia,GA,Public,23684.0,23970.0,49587.0,41000.0,2020-21
141361,Young Harris College,GA,Private Non-Profit,44203.0,27000.0,47195.0,36389.0,2020-21
186274,Robert Fiance Beauty Schools,FL,Private For-Profit,,7062.0,27359.0,23137.0,2020-21
212337,Empire Beauty School-Gwinnett,GA,Private For-Profit,,10231.0,23589.0,21743.0,2020-21
244233,City College-Hollywood,FL,Private Non-Profit,26642.0,25250.0,34938.0,30726.0,2020-21
244279,Meridian College,FL,Private For-Profit,,13000.0,33735.0,36705.0,2020-21
244437,Georgia State University-Perimeter College,GA,Public,14638.0,20903.0,47384.0,37844.0,2020-21
244446,Georgia Piedmont Technical College,GA,Public,11194.0,12666.0,34619.0,32264.0,2020-21
262129,New College of Florida,FL,Public,20563.0,17375.0,48082.0,32611.0,2020-21
362700,Aveda Institute-Fort Myers,FL,Private Non-Profit,,9024.0,24057.0,22485.0,2020-21
365091,International School of Skin Nailcare & Massage Therapy,GA,Private For-Profit,,6333.0,25452.0,21236.0,2020-21
366465,Ogeechee Technical College,GA,Public,11819.0,9500.0,31248.0,30803.0,2020-21
366553,Southern Technical College,FL,Private For-Profit,23041.0,11250.0,36155.0,32841.0,2020-21
367884,Hodges University,FL,Private Non-Profit,25637.0,27675.0,37052.0,32533.0,2020-21
368911,Southeastern Technical College,GA,Public,11954.0,5750.0,30329.0,28454.0,2020-21
369400,Universal Technical Institute-Orlando,FL,Private For-Profit,,13097.0,48341.0,42989.0,2020-21
372462,Academy of Cosmetology,FL,Private For-Profit,,5500.0,20144.0,19595.0,2020-21
372718,Sunstate Academy,FL,Private Non-Profit,,10294.0,24576.0,30221.0,2020-21
372921,Fortis College-Smyrna,GA,Private For-Profit,26025.0,12547.0,36368.0,33189.0,2020-21
378886,Artistic Nails and Beauty Academy-Tampa,FL,Private For-Profit,,6333.0,20948.0,20334.0,2020-21
378956,National Aviation Academy of Tampa Bay,FL,Private For-Profit,,22000.0,59029.0,55827.0,2020-21
383163,La Belle Beauty Academy,FL,Private For-Profit,,7502.0,16212.0,14417.0,2020-21
384254,Beacon College,FL,Private Non-Profit,59926.0,25000.0,29420.0,19919.0,2020-21
385132,The Salon Professional Academy-Melbourne,FL,Private For-Profit,,7528.0,16515.0,22621.0,2020-21
385619,Everglades University,FL,Private Non-Profit,35979.0,38996.0,47597.0,38557.0,2020-21
386472,Herzing University-Orlando,FL,Private Non-Profit,30319.0,21500.0,36909.0,35295.0,2020-21
387925,Cortiva Institute,FL,Private For-Profit,,7521.0,27193.0,25080.0,2020-21
404338,Schiller International University,FL,Private For-Profit,,35758.0,35529.0,37538.0,2020-21
406024,Galen College of Nursing-Tampa Bay,FL,Private For-Profit,,24166.0,61480.0,58951.0,2020-21
406149,Sarasota School of Massage Therapy,FL,Private For-Profit,,7916.0,30237.0,25360.0,2020-21
406547,City College-Gainesville,FL,Private Non-Profit,26395.0,25250.0,34938.0,30726.0,2020-21
408844,Florida National University-Main Campus,FL,Private For-Profit,28378.0,27554.0,33928.0,29347.0,2020-21
408862,Georgia Institute of Cosmetology,GA,Private For-Profit,,11273.0,21432.0,19940.0,2020-21
412173,Academy for Nursing and Health Occupations,FL,Private Non-Profit,,20293.0,47039.0,39987.0,2020-21
413778,Stone Academy-Waterbury,CT,Private For-Profit,,18808.0,39151.0,33367.0,2020-21
413893,United Education Institute-Morrow,GA,Private For-Profit,,9500.0,31141.0,29172.0,2020-21
413945,Toni & Guy Hairdressing Academy-Atlanta,GA,Private For-Profit,,9833.0,28713.0,18492.0,2020-21
414823,Johnson & Wales University-North Miami,FL,Private Non-Profit,,26000.0,43418.0,35802.0,2020-21
415057,Industrial Management Training Institute,CT,Private For-Profit,,9500.0,55344.0,46512.0,2020-21
417327,City College-Altamonte Springs,FL,Private Non-Profit,24131.0,23208.0,35994.0,32063.0,2020-21
419235,Rivertown School of Beauty Barber Skin Care and Nails,GA,Private For-Profit,,9500.0,22139.0,17420.0,2020-21
419244,Atlanta Institute of Music and Media,GA,Private For-Profit,,15411.0,31186.0,22135.0,2020-21
420431,Oconee Fall Line Technical College,GA,Public,13136.0,6514.0,30899.0,29299.0,2020-21
425250,Gwinnett College-Sandy Springs,GA,Private For-Profit,,9500.0,31206.0,28081.0,2020-21
426314,Embry-Riddle Aeronautical University-Worldwide,FL,Private Non-Profit,19802.0,23666.0,84131.0,65391.0,2020-21
428000,Miami Ad School,FL,Private For-Profit,,25967.0,106192.0,74706.0,2020-21
428170,Southeastern College-West Palm Beach,FL,Private For-Profit,34623.0,19000.0,41200.0,35935.0,2020-21
430582,Praxis Institute,FL,Private For-Profit,,8905.0,22300.0,22485.0,2020-21
433660,Florida Gulf Coast University,FL,Public,18151.0,17622.0,54560.0,45029.0,2020-21
434159,Lincoln College of Technology-Marietta,GA,Private For-Profit,,10521.0,31914.0,32694.0,2020-21
434539,City College-Miami,FL,Private Non-Profit,28699.0,25250.0,34938.0,30726.0,2020-21
436818,University of Connecticut-Waterbury Campus,CT,Public,18464.0,21500.0,73997.0,63322.0,2020-21
436827,University of Connecticut-Avery Point,CT,Public,19030.0,21500.0,73997.0,63322.0,2020-21
436836,University of Connecticut-Stamford,CT,Public,25497.0,21500.0,73997.0,63322.0,2020-21
438285,Cortiva Institute,FL,Private For-Profit,,7521.0,27193.0,25080.0,2020-21
438586,American InterContinental University-Atlanta,GA,Private For-Profit,21048.0,31000.0,36144.0,27823.0,2020-21
439686,International Training Careers,FL,Private Non-Profit,,9346.0,21517.0,18939.0,2020-21
439774,New Concept Massage and Beauty School,FL,Private For-Profit,,6000.0,20421.0,14756.0,2020-21
439792,Fortis College-Orange Park,FL,Private For-Profit,28348.0,11238.0,28506.0,33987.0,2020-21
439969,Acupuncture and Massage College,FL,Private For-Profit,33552.0,7600.0,21937.0,22121.0,2020-21
440059,Aviation Institute of Maintenance-Atlanta,GA,Private For-Profit,28530.0,31500.0,48191.0,46459.0,2020-21
440101,Empire Beauty School-Kennesaw,GA,Private For-Profit,,10231.0,23589.0,21743.0,2020-21
441371,Ultimate Medical Academy,FL,Private Non-Profit,,14743.0,29194.0,24687.0,2020-21
441380,Florida Barber Academy,FL,Private For-Profit,,13000.0,16697.0,14232.0,2020-21
441423,Florida Education Institute,FL,Private For-Profit,,9500.0,24588.0,22243.0,2020-21
